oid,type,value
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2149990676,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2149990677,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2149990678,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056103,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056104,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056105,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056106,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056107,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056108,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056109,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056110,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056111,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056112,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056113,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056114,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056115,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056116,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056117,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056118,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056119,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056120,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056121,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056122,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150056123,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150318081,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150327077,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834384,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834385,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834386,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834389,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834390,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834391,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834392,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834393,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834394,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834395,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834396,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834397,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834398,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834441,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834452,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834453,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834454,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834455,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834456,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834457,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834458,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834459,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834460,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834461,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834462,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834463,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834464,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834465,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834466,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834467,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834468,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834469,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834470,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834471,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834472,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834473,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834474,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834475,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834476,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834477,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834478,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834479,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834480,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150834481,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150887436,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150887437,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150887438,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2150887439,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2151166265,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2151166267,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2152011218,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2152011219,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2152011484,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2152930801,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2155039039,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2155039040,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2155878346,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2155943862,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156009408,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156069280,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156069281,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156069282,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156069283,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156078974,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156078975,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156078978,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156078979,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156079075,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156149662,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469530,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469531,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469532,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469533,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469534,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469535,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469536,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469537,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469538,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469539,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469540,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469541,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469542,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469543,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469544,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469545,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469546,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469547,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469548,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469549,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469550,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469551,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469552,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469553,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469554,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469555,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469556,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469557,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469558,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469559,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469560,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469561,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469562,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469563,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156469564,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2156527923,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2161006315,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2161006316,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2161006317,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2161006318,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164523711,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164523712,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164523713,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164523714,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164523744,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533109,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533111,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533739,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533740,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533764,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533765,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533790,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533791,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533792,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533801,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533806,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164533807,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164542773,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164542774,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164542775,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164599102,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164599103,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164654783,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164654784,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164654785,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164654786,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164654816,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664181,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664183,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664811,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664812,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664836,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664837,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664862,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664863,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664864,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664873,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664878,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164664879,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164673845,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164673846,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164673847,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164730174,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164730175,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164785855,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164785856,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164785857,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164785858,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164785888,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795253,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795255,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795883,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795884,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795908,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795909,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795934,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795935,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795936,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795945,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795950,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164795951,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164804917,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164804918,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164804919,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164861246,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2164861247,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2165985301,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839119,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839120,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839121,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839122,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839123,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839124,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839125,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839126,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839127,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839128,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839129,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839130,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839132,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839133,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839134,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839135,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839137,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2166839138,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2167035637,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2167035638,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2168132640,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2168132641,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2168132642,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2168132643,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2174501931,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175145930,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175180407,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175180408,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175276992,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175311481,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175311482,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175311483,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175417246,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175442549,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175442550,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175479920,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175479921,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175479935,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175479936,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175479937,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175479938,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175479952,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175507982,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175507983,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175529158,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175536856,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175549441,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175549457,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175549458,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175549459,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2175549460,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2176032009,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2176032011,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2176032013,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2176032014,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2176730155,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178040875,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325869,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325870,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325871,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325872,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325873,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325874,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325875,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325876,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325877,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325878,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325879,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325880,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325881,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325882,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325883,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325884,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325885,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325886,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325887,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325888,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325889,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325890,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325891,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325892,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178325893,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178347656,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2178391455,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179010264,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179022849,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179022865,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179022866,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179022867,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179022868,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149936,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149937,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149951,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149952,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149953,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149954,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149966,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149967,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179149968,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179177998,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179177999,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179339731,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179339996,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179374576,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179374577,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179374579,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2179374580,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181121066,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181121067,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181309046,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181337190,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181337191,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181337200,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181337201,Integer,3
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181388011,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181388012,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181388013,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181388014,Integer,4
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181388015,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181395791,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181395792,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181395793,Integer,2
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.3.2181395794,Integer,2
